Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages,Distance to Apogee,Launch,Apogee,Projected Distance to Apogee,Projected Apogee,Apogee Residual,Velocity Grouping,Percent Error
19.35,9872.989,682.7,253,67.28, -,9.41268,827.011,TL 22,10700,0,9872.989,827.011,200+,7.73%
19.4,9884.267,682.4,249.5714,67.28, -,9.41268,815.733,TL 22,10700,0,9884.267,815.733,200+,7.62%
19.45,9895.55,682.1,246.1429,67.28, -,9.41268,804.45,TL 22,10700,0,9895.55,804.45,200+,7.52%
19.5,9906.834,681.8,249.8095,67.28, -,9.41268,793.166,TL 22,10700,0,9906.834,793.166,200+,7.41%
19.55,9918.123,681.5,242.8095,67.28, -,9.41268,781.877,TL 22,10700,0,9918.123,781.877,200+,7.31%
19.6,9933.183,681.1,250.0476,67.28, -,9.41268,766.817,TL 22,10700,0,9933.183,766.817,200+,7.17%
19.65,9940.713,680.9,243,67.28, -,9.41268,759.287,TL 22,10700,0,9940.713,759.287,200+,7.10%
19.7,9952.016,680.6,239.5238,67.28, -,9.41268,747.984,TL 22,10700,0,9952.016,747.984,200+,6.99%
19.75,9963.321,680.3,236.0476,67.28, -,9.41268,736.679,TL 22,10700,0,9963.321,736.679,200+,6.88%
19.8,9974.63,680,236.1429,67.28, -,9.41268,725.37,TL 22,10700,0,9974.63,725.37,200+,6.78%
19.85,9985.943,679.7,236.1905,67.28, -,9.41268,714.057,TL 22,10700,0,9985.943,714.057,200+,6.67%
19.9,9997.261,679.4,236.2381,67.28, -,9.41268,702.739,TL 22,10700,0,9997.261,702.739,200+,6.57%
19.95,10008.58,679.1,232.7143,67.28, -,9.41268,691.42,TL 22,10700,0,10008.58,691.42,200+,6.46%
20,10023.68,678.7,236.381,67.28, -,9.41268,676.32,TL 22,10700,0,10023.68,676.32,200+,6.32%
20.05,10027.46,678.6,225.7143,67.28, -,9.41268,672.54,TL 22,10700,0,10027.46,672.54,200+,6.29%
20.1,10038.79,678.3,225.8095,67.28, -,9.41268,661.21,TL 22,10700,0,10038.79,661.21,200+,6.18%
20.15,10050.13,678,225.9048,67.28, -,9.41268,649.87,TL 22,10700,0,10050.13,649.87,200+,6.07%
20.2,10053.91,677.9,218.8095,67.28, -,9.41268,646.09,TL 22,10700,0,10053.91,646.09,200+,6.04%
20.25,10069.03,677.5,222.4762,67.28, -,9.41268,630.97,TL 22,10700,0,10069.03,630.97,200+,5.90%
20.3,10080.38,677.2,219,67.28, -,9.41268,619.62,TL 22,10700,0,10080.38,619.62,200+,5.79%
20.35,10091.73,676.9,219.0952,67.28, -,9.41268,608.27,TL 22,10700,0,10091.73,608.27,200+,5.68%
20.4,10099.3,676.7,215.5714,67.28, -,9.41268,600.7,TL 22,10700,0,10099.3,600.7,200+,5.61%
20.45,10110.66,676.4,215.619,67.28, -,9.41268,589.34,TL 22,10700,0,10110.66,589.34,200+,5.51%
20.5,10118.23,676.2,212.0476,67.28, -,9.41268,581.77,TL 22,10700,0,10118.23,581.77,200+,5.44%
20.55,10125.81,676,208.5238,67.28, -,9.41268,574.19,TL 22,10700,0,10125.81,574.19,200+,5.37%
20.6,10140.97,675.6,212.1905,67.28, -,9.41268,559.03,TL 22,10700,0,10140.97,559.03,200+,5.22%
20.65,10148.55,675.4,205.0952,67.28, -,9.41268,551.45,TL 22,10700,0,10148.55,551.45,200+,5.15%
20.7,10159.93,675.1,208.7619,67.28, -,9.41268,540.07,TL 22,10700,0,10159.93,540.07,200+,5.05%
20.75,10167.51,674.9,205.2381,67.28, -,9.41268,532.49,TL 22,10700,0,10167.51,532.49,200+,4.98%
20.8,10178.9,674.6,205.3333,67.28, -,9.41268,521.1,TL 22,10700,0,10178.9,521.1,200+,4.87%
20.85,10186.48,674.4,201.8095,67.28, -,9.41268,513.52,TL 22,10700,0,10186.48,513.52,200+,4.80%
20.9,10197.88,674.1,201.9048,67.28, -,9.41268,502.12,TL 22,10700,0,10197.88,502.12,200+,4.69%
20.95,10205.47,673.9,198.381,67.28, -,9.41268,494.53,TL 22,10700,0,10205.47,494.53,100+,4.62%
21,10213.07,673.7,194.8571,67.28, -,9.41268,486.93,TL 22,10700,0,10213.07,486.93,100+,4.55%
21.05,10220.67,673.5,187.7143,67.28, -,9.41268,479.33,TL 22,10700,0,10220.67,479.33,100+,4.48%
21.1,10232.07,673.2,194.9524,67.28, -,9.41268,467.93,TL 22,10700,0,10232.07,467.93,100+,4.37%
21.15,10239.67,673,191.381,67.28, -,9.41268,460.33,TL 22,10700,0,10239.67,460.33,100+,4.30%
21.2,10247.28,672.8,187.8095,67.28, -,9.41268,452.72,TL 22,10700,0,10247.28,452.72,100+,4.23%
21.25,10258.69,672.5,195.0476,67.28, -,9.41268,441.31,TL 22,10700,0,10258.69,441.31,100+,4.12%
21.3,10266.3,672.3,187.9048,67.28, -,9.41268,433.7,TL 22,10700,0,10266.3,433.7,100+,4.05%
21.35,10273.91,672.1,184.3333,67.28, -,9.41268,426.09,TL 22,10700,0,10273.91,426.09,100+,3.98%
21.4,10285.33,671.8,184.381,67.28, -,9.41268,414.67,TL 22,10700,0,10285.33,414.67,100+,3.88%
21.45,10292.95,671.6,184.4286,67.28, -,9.41268,407.05,TL 22,10700,0,10292.95,407.05,100+,3.80%
21.5,10300.57,671.4,180.8571,67.28, -,9.41268,399.43,TL 22,10700,0,10300.57,399.43,100+,3.73%
21.55,10308.19,671.2,180.9048,67.28, -,9.41268,391.81,TL 22,10700,0,10308.19,391.81,100+,3.66%
21.6,10315.81,671,180.9048,67.28, -,9.41268,384.19,TL 22,10700,0,10315.81,384.19,100+,3.59%
21.65,10323.43,670.8,173.7143,67.28, -,9.41268,376.57,TL 22,10700,0,10323.43,376.57,100+,3.52%
21.7,10331.06,670.6,173.7619,67.28, -,9.41268,368.94,TL 22,10700,0,10331.06,368.94,100+,3.45%
21.75,10338.68,670.4,170.1429,67.28, -,9.41268,361.32,TL 22,10700,0,10338.68,361.32,100+,3.38%
21.8,10346.31,670.2,170.1905,67.28, -,9.41268,353.69,TL 22,10700,0,10346.31,353.69,100+,3.31%
21.85,10353.95,670,166.619,67.28, -,9.41268,346.05,TL 22,10700,0,10353.95,346.05,100+,3.23%
21.9,10361.58,669.8,166.6667,67.28, -,9.41268,338.42,TL 22,10700,0,10361.58,338.42,100+,3.16%
21.95,10369.21,669.6,163.0952,67.28, -,9.41268,330.79,TL 22,10700,0,10369.21,330.79,100+,3.09%
22,10376.85,669.4,163.1429,67.28, -,9.41268,323.15,TL 22,10700,0,10376.85,323.15,100+,3.02%
22.05,10384.49,669.2,163.1905,67.28, -,9.41268,315.51,TL 22,10700,0,10384.49,315.51,100+,2.95%
22.1,10388.31,669.1,159.5714,67.28, -,9.41268,311.69,TL 22,10700,0,10388.31,311.69,100+,2.91%
22.15,10395.95,668.9,156,67.28, -,9.41268,304.05,TL 22,10700,0,10395.95,304.05,100+,2.84%
22.2,10395.95,668.9,148.7619,67.28, -,9.41268,304.05,TL 22,10700,0,10395.95,304.05,100+,2.84%
22.25,10407.42,668.6,152.4286,67.28, -,9.41268,292.58,TL 22,10700,0,10407.42,292.58,100+,2.73%
22.3,10415.06,668.4,148.8571,67.28, -,9.41268,284.94,TL 22,10700,0,10415.06,284.94,100+,2.66%
22.35,10422.71,668.2,148.9048,67.28, -,9.41268,277.29,TL 22,10700,0,10422.71,277.29,100+,2.59%
22.4,10430.36,668,148.9524,67.28, -,9.41268,269.64,TL 22,10700,0,10430.36,269.64,100+,2.52%
22.45,10434.18,667.9,141.7143,67.28, -,9.41268,265.82,TL 22,10700,0,10434.18,265.82,100+,2.48%
22.5,10441.83,667.7,141.7619,67.28, -,9.41268,258.17,TL 22,10700,0,10441.83,258.17,100+,2.41%
22.55,10445.66,667.6,138.1905,67.28, -,9.41268,254.34,TL 22,10700,0,10445.66,254.34,100+,2.38%
22.6,10453.32,667.4,138.2381,67.28, -,9.41268,246.68,TL 22,10700,0,10453.32,246.68,100+,2.31%
22.65,10460.97,667.2,138.2857,67.28, -,9.41268,239.03,TL 22,10700,0,10460.97,239.03,100+,2.23%
22.7,10464.8,667.1,134.7143,67.28, -,9.41268,235.2,TL 22,10700,0,10464.8,235.2,100+,2.20%
22.75,10472.46,666.9,134.7143,67.28, -,9.41268,227.54,TL 22,10700,0,10472.46,227.54,100+,2.13%
22.8,10480.13,666.7,134.7619,67.28, -,9.41268,219.87,TL 22,10700,0,10480.13,219.87,100+,2.05%
22.85,10483.96,666.6,131.1429,67.28, -,9.41268,216.04,TL 22,10700,0,10483.96,216.04,100+,2.02%
22.9,10487.79,666.5,127.5238,67.28, -,9.41268,212.21,TL 22,10700,0,10487.79,212.21,100+,1.98%
22.95,10495.45,666.3,127.5238,67.28, -,9.41268,204.55,TL 22,10700,0,10495.45,204.55,100+,1.91%
23,10503.12,666.1,127.5238,67.28, -,9.41268,196.88,TL 22,10700,0,10503.12,196.88,100+,1.84%
23.05,10506.96,666,123.9048,67.28, -,9.41268,193.04,TL 22,10700,0,10506.96,193.04,100+,1.80%
23.1,10514.63,665.8,123.9048,67.28, -,9.41268,185.37,TL 22,10700,0,10514.63,185.37,100+,1.73%
23.15,10518.46,665.7,123.9524,67.28, -,9.41268,181.54,TL 22,10700,0,10518.46,181.54,100+,1.70%
23.2,10522.3,665.6,120.3333,67.28, -,9.41268,177.7,TL 22,10700,0,10522.3,177.7,100+,1.66%
23.25,10529.97,665.4,127.619,67.28, -,9.41268,170.03,TL 22,10700,0,10529.97,170.03,100+,1.59%
23.3,10537.65,665.2,124.0476,67.28, -,9.41268,162.35,TL 22,10700,0,10537.65,162.35,100+,1.52%
23.35,10541.49,665.1,120.4286,67.28, -,9.41268,158.51,TL 22,10700,0,10541.49,158.51,100+,1.48%
23.4,10545.32,665,116.8095,67.28, -,9.41268,154.68,TL 22,10700,0,10545.32,154.68,100+,1.45%
23.45,10553,664.8,116.8571,67.28, -,9.41268,147,TL 22,10700,0,10553,147,100+,1.37%
23.5,10556.84,664.7,116.9048,67.28, -,9.393232,143.16,TL 22,10700,0,10556.84,143.16,100+,1.34%
23.55,10556.84,664.7,109.619,67.28, -,9.393232,143.16,TL 22,10700,0,10556.84,143.16,100+,1.34%
23.6,10564.53,664.5,113.2857,67.28, -,9.393232,135.47,TL 22,10700,0,10564.53,135.47,100+,1.27%
23.65,10568.37,664.4,109.6667,67.28, -,9.393232,131.63,TL 22,10700,0,10568.37,131.63,100+,1.23%
23.7,10572.21,664.3,106.0476,67.28, -,9.393232,127.79,TL 22,10700,0,10572.21,127.79,100+,1.19%
23.75,10576.05,664.2,106.0476,67.28, -,9.393232,123.95,TL 22,10700,0,10576.05,123.95,100+,1.16%
23.8,10579.9,664.1,102.4286,67.28, -,9.393232,120.1,TL 22,10700,0,10579.9,120.1,100+,1.12%
23.85,10587.58,663.9,102.4762,67.28, -,9.393232,112.42,TL 22,10700,0,10587.58,112.42,100+,1.05%
23.9,10591.43,663.8,102.4762,67.28, -,9.393232,108.57,TL 22,10700,0,10591.43,108.57,100+,1.01%
23.95,10595.27,663.7,102.4762,67.28, -,9.393232,104.73,TL 22,10700,0,10595.27,104.73,100+,0.98%
24,10599.12,663.6,98.85714,67.28, -,9.393232,100.88,TL 22,10700,0,10599.12,100.88,0+,0.94%
24.05,10602.96,663.5,95.2381,67.28, -,9.393232,97.04,TL 22,10700,0,10602.96,97.04,0+,0.91%
24.1,10606.81,663.4,95.2381,67.28, -,9.393232,93.19,TL 22,10700,0,10606.81,93.19,0+,0.87%
24.15,10610.66,663.3,91.61905,67.28, -,9.393232,89.34,TL 22,10700,0,10610.66,89.34,0+,0.83%
24.2,10614.51,663.2,91.61905,67.28, -,9.393232,85.49,TL 22,10700,0,10614.51,85.49,0+,0.80%
24.25,10618.35,663.1,91.61905,67.28, -,9.393232,81.65,TL 22,10700,0,10618.35,81.65,0+,0.76%
24.3,10622.2,663,88,67.28, -,9.393232,77.8,TL 22,10700,0,10622.2,77.8,0+,0.73%
24.35,10626.05,662.9,84.33334,67.28, -,9.393232,73.95,TL 22,10700,0,10626.05,73.95,0+,0.69%
24.4,10629.9,662.8,84.33334,67.28, -,9.393232,70.1,TL 22,10700,0,10629.9,70.1,0+,0.66%
24.45,10629.9,662.8,80.66666,67.28, -,9.393232,70.1,TL 22,10700,0,10629.9,70.1,0+,0.66%
24.5,10633.75,662.7,77,67.28, -,9.393232,66.25,TL 22,10700,0,10633.75,66.25,0+,0.62%
24.55,10637.6,662.6,77,67.28, -,9.41268,62.4,TL 22,10700,0,10637.6,62.4,0+,0.58%
24.6,10641.45,662.5,80.66666,67.28, -,9.41268,58.55,TL 22,10700,0,10641.45,58.55,0+,0.55%
24.65,10641.45,662.5,73.33334,67.28, -,9.41268,58.55,TL 22,10700,0,10641.45,58.55,0+,0.55%
24.7,10645.3,662.4,73.33334,67.28, -,9.41268,54.7,TL 22,10700,0,10645.3,54.7,0+,0.51%
24.75,10649.15,662.3,73.33334,67.28, -,9.41268,50.85,TL 22,10700,0,10649.15,50.85,0+,0.48%
24.8,10653.01,662.2,73.33334,67.28, -,9.41268,46.99,TL 22,10700,0,10653.01,46.99,0+,0.44%
24.85,10653.01,662.2,69.66666,67.28, -,9.41268,46.99,TL 22,10700,0,10653.01,46.99,0+,0.44%
24.9,10656.86,662.1,66,67.28, -,9.41268,43.14,TL 22,10700,0,10656.86,43.14,0+,0.40%
24.95,10660.71,662,66,67.28, -,9.41268,39.29,TL 22,10700,0,10660.71,39.29,0+,0.37%
25,10660.71,662,62.33333,67.28, -,9.41268,39.29,TL 22,10700,0,10660.71,39.29,0+,0.37%
25.05,10664.56,661.9,62.33333,67.28, -,9.41268,35.44,TL 22,10700,0,10664.56,35.44,0+,0.33%
25.1,10664.56,661.9,58.66667,67.28, -,9.41268,35.44,TL 22,10700,0,10664.56,35.44,0+,0.33%
25.15,10668.42,661.8,58.66667,67.28, -,9.41268,31.58,TL 22,10700,0,10668.42,31.58,0+,0.30%
25.2,10672.27,661.7,58.66667,67.28, -,9.41268,27.73,TL 22,10700,0,10672.27,27.73,0+,0.26%
25.25,10672.27,661.7,55,67.28, -,9.41268,27.73,TL 22,10700,0,10672.27,27.73,0+,0.26%
25.3,10676.13,661.6,55,67.28, -,9.41268,23.87,TL 22,10700,0,10676.13,23.87,0+,0.22%
25.35,10676.13,661.6,51.33333,67.28, -,9.41268,23.87,TL 22,10700,0,10676.13,23.87,0+,0.22%
25.4,10679.98,661.5,51.33333,67.28, -,9.41268,20.02,TL 22,10700,0,10679.98,20.02,0+,0.19%
25.45,10679.98,661.5,47.66667,67.28, -,9.41268,20.02,TL 22,10700,0,10679.98,20.02,0+,0.19%
25.5,10683.84,661.4,51.33333,67.28, -,9.41268,16.16,TL 22,10700,0,10683.84,16.16,0+,0.15%
25.55,10683.84,661.4,47.66667,67.28, -,9.41268,16.16,TL 22,10700,0,10683.84,16.16,0+,0.15%
25.6,10683.84,661.4,44,67.28, -,9.41268,16.16,TL 22,10700,0,10683.84,16.16,0+,0.15%
25.65,10687.7,661.3,44,67.28, -,9.41268,12.3,TL 22,10700,0,10687.7,12.3,0+,0.11%
25.7,10687.7,661.3,44,67.28, -,9.41268,12.3,TL 22,10700,0,10687.7,12.3,0+,0.11%
25.75,10687.7,661.3,40.33333,67.28, -,9.41268,12.3,TL 22,10700,0,10687.7,12.3,0+,0.11%
25.8,10687.7,661.3,36.66667,67.28, -,9.41268,12.3,TL 22,10700,0,10687.7,12.3,0+,0.11%
25.85,10691.55,661.2,36.66667,67.28, -,9.41268,8.45,TL 22,10700,0,10691.55,8.45,0+,0.08%
25.9,10691.55,661.2,36.66667,67.28, -,9.41268,8.45,TL 22,10700,0,10691.55,8.45,0+,0.08%
25.95,10691.55,661.2,33,67.28, -,9.41268,8.45,TL 22,10700,0,10691.55,8.45,0+,0.08%
26,10695.41,661.1,33,67.28, -,9.41268,4.59,TL 22,10700,0,10695.41,4.59,0+,0.04%
26.05,10695.41,661.1,33,67.28, -,9.41268,4.59,TL 22,10700,0,10695.41,4.59,0+,0.04%
26.1,10695.41,661.1,29.33333,67.28, -,9.41268,4.59,TL 22,10700,0,10695.41,4.59,0+,0.04%
26.15,10695.41,661.1,29.33333,67.28, -,9.41268,4.59,TL 22,10700,0,10695.41,4.59,0+,0.04%
26.2,10695.41,661.1,25.66667,67.28, -,9.41268,4.59,TL 22,10700,0,10695.41,4.59,0+,0.04%
26.25,10699.27,661,25.66667,67.28, -,9.41268,0.73,TL 22,10700,0,10699.27,0.73,0+,0.01%
26.3,10699.27,661,25.66667,67.28, -,9.41268,0.73,TL 22,10700,0,10699.27,0.73,0+,0.01%
26.35,10699.27,661,22,67.28, -,9.41268,0.73,TL 22,10700,0,10699.27,0.73,0+,0.01%
26.4,10699.27,661,22,67.28, -,9.41268,0.73,TL 22,10700,0,10699.27,0.73,0+,0.01%
26.45,10695.41,661.1,14.66667,67.28, -,9.41268,4.59,TL 22,10700,0,10695.41,4.59,0+,0.04%
26.5,10699.27,661,18.33333,67.28, Drogue,9.41268,0.73,TL 22,10700,0,10699.27,0.73,0+,0.01%
8,5351.935,705.8,607.1905,88.88, -,9.276546,4998.065,CL 22,10350,0,5351.935,4998.065,600+,48.29%
8.05,5381.216,705,600.9048,88.88, -,9.276546,4968.784,CL 22,10350,0,5381.216,4968.784,600+,48.01%
8.1,5410.524,704.2,598,88.88, -,9.276546,4939.476,CL 22,10350,0,5410.524,4939.476,500+,47.72%
8.15,5436.191,703.5,591.619,88.88, -,9.276546,4913.809,CL 22,10350,0,5436.191,4913.809,500+,47.48%
8.2,5465.55,702.7,588.7143,88.88, -,9.276546,4884.45,CL 22,10350,0,5465.55,4884.45,500+,47.19%
8.25,5494.936,701.9,592.7143,88.88, -,9.276546,4855.064,CL 22,10350,0,5494.936,4855.064,500+,46.91%
8.3,5531.706,700.9,603.6667,88.88, -,9.276546,4818.294,CL 22,10350,0,5531.706,4818.294,600+,46.55%
8.35,5553.791,700.3,593.7619,88.88, -,9.276546,4796.209,CL 22,10350,0,5553.791,4796.209,500+,46.34%
8.4,5601.689,699,618.7619,88.88, -,9.276546,4748.311,CL 22,10350,0,5601.689,4748.311,600+,45.88%
8.45,5627.511,698.3,598.5714,88.88, -,9.276546,4722.489,CL 22,10350,0,5627.511,4722.489,500+,45.63%
8.5,5653.354,697.6,599.0476,88.88, -,9.276546,4696.646,CL 22,10350,0,5653.354,4696.646,500+,45.38%
8.55,5682.914,696.8,596.1429,88.88, -,9.276546,4667.086,CL 22,10350,0,5682.914,4667.086,500+,45.09%
8.6,5708.801,696.1,589.7143,88.88, -,9.276546,4641.199,CL 22,10350,0,5708.801,4641.199,500+,44.84%
8.65,5734.708,695.4,583.2857,88.88, -,9.276546,4615.292,CL 22,10350,0,5734.708,4615.292,500+,44.59%
8.7,5764.346,694.6,580.381,88.88, -,9.276546,4585.654,CL 22,10350,0,5764.346,4585.654,500+,44.31%
8.75,5794.009,693.8,577.4286,88.88, -,9.276546,4555.991,CL 22,10350,0,5794.009,4555.991,500+,44.02%
8.8,5819.987,693.1,574.4286,88.88, -,9.276546,4530.013,CL 22,10350,0,5819.987,4530.013,500+,43.77%
8.85,5819.987,693.1,546.6667,88.88, -,9.276546,4530.013,CL 22,10350,0,5819.987,4530.013,500+,43.77%
8.9,5864.569,691.9,589.1429,88.88, -,9.276546,4485.431,CL 22,10350,0,5864.569,4485.431,500+,43.34%
8.95,5898.049,691,579.3333,88.88, -,9.276546,4451.951,CL 22,10350,0,5898.049,4451.951,500+,43.01%
9,5927.837,690.2,576.381,88.88, -,9.276546,4422.163,CL 22,10350,0,5927.837,4422.163,500+,42.73%
9.05,5953.925,689.5,573.381,88.88, -,9.276546,4396.075,CL 22,10350,0,5953.925,4396.075,500+,42.47%
9.1,5991.231,688.5,581,88.88, -,9.276546,4358.769,CL 22,10350,0,5991.231,4358.769,500+,42.11%
9.15,6017.372,687.8,578,88.88, -,9.276546,4332.628,CL 22,10350,0,6017.372,4332.628,500+,41.86%
9.2,6043.534,687.1,578.4762,88.88, -,9.276546,4306.466,CL 22,10350,0,6043.534,4306.466,500+,41.61%
9.25,6069.715,686.4,575.4762,88.88, -,9.276546,4280.285,CL 22,10350,0,6069.715,4280.285,500+,41.36%
9.3,6092.176,685.8,568.8571,88.88, -,9.276546,4257.824,CL 22,10350,0,6092.176,4257.824,500+,41.14%
9.35,6110.905,685.3,551.7143,88.88, -,9.276546,4239.095,CL 22,10350,0,6110.905,4239.095,500+,40.96%
9.4,6148.396,684.3,566.381,88.88, -,9.276546,4201.604,CL 22,10350,0,6148.396,4201.604,500+,40.60%
9.45,6174.667,683.6,545.7619,88.88, -,9.276546,4175.333,CL 22,10350,0,6174.667,4175.333,500+,40.34%
9.5,6204.716,682.8,549.8095,88.88, -,9.295994,4145.284,CL 22,10350,0,6204.716,4145.284,500+,40.05%
9.55,6231.033,682.1,550.2381,88.88, -,9.295994,4118.967,CL 22,10350,0,6231.033,4118.967,500+,39.80%
9.6,6257.37,681.4,547.1905,88.88, -,9.295994,4092.63,CL 22,10350,0,6257.37,4092.63,500+,39.54%
9.65,6279.964,680.8,544.0476,88.88, -,9.295994,4070.036,CL 22,10350,0,6279.964,4070.036,500+,39.32%
9.7,6306.344,680.1,544.5238,88.88, -,9.295994,4043.656,CL 22,10350,0,6306.344,4043.656,500+,39.07%
9.75,6332.744,679.4,541.4286,88.88, -,9.295994,4017.256,CL 22,10350,0,6332.744,4017.256,500+,38.81%
9.8,6366.722,678.5,545.5714,88.88, -,9.295994,3983.278,CL 22,10350,0,6366.722,3983.278,500+,38.49%
9.85,6366.722,678.5,520.8095,88.88, -,9.295994,3983.278,CL 22,10350,0,6366.722,3983.278,500+,38.49%
9.9,6408.298,677.4,560.4286,88.88, -,9.295994,3941.702,CL 22,10350,0,6408.298,3941.702,500+,38.08%
9.95,6442.357,676.5,550.381,88.88, -,9.295994,3907.643,CL 22,10350,0,6442.357,3907.643,500+,37.76%
10,6468.873,675.8,543.7143,88.88, -,9.295994,3881.127,CL 22,10350,0,6468.873,3881.127,500+,37.50%
10.05,6495.411,675.1,540.619,88.88, -,9.295994,3854.589,CL 22,10350,0,6495.411,3854.589,500+,37.24%
10.1,6518.173,674.5,537.4286,88.88, -,9.295994,3831.827,CL 22,10350,0,6518.173,3831.827,500+,37.02%
10.15,6540.953,673.9,523.619,88.88, -,9.295994,3809.047,CL 22,10350,0,6540.953,3809.047,500+,36.80%
10.2,6567.552,673.2,524.0476,88.88, -,9.295994,3782.448,CL 22,10350,0,6567.552,3782.448,500+,36.55%
10.25,6586.564,672.7,517.2381,88.88, -,9.295994,3763.436,CL 22,10350,0,6586.564,3763.436,500+,36.36%
10.3,6609.395,672.1,514.0476,88.88, -,9.295994,3740.605,CL 22,10350,0,6609.395,3740.605,500+,36.14%
10.35,6628.433,671.6,510.8095,88.88, -,9.295994,3721.567,CL 22,10350,0,6628.433,3721.567,500+,35.96%
10.4,6662.728,670.7,525.619,88.88, -,9.295994,3687.272,CL 22,10350,0,6662.728,3687.272,500+,35.63%
10.45,6685.614,670.1,511.7143,88.88, -,9.295994,3664.386,CL 22,10350,0,6685.614,3664.386,500+,35.40%
10.5,6712.332,669.4,512.1429,88.88, -,9.295994,3637.668,CL 22,10350,0,6712.332,3637.668,500+,35.15%
10.55,6739.075,668.7,509,88.88, -,9.295994,3610.925,CL 22,10350,0,6739.075,3610.925,500+,34.89%
10.6,6762.017,668.1,505.8095,88.88, -,9.295994,3587.983,CL 22,10350,0,6762.017,3587.983,500+,34.67%
10.65,6788.8,667.4,506.2381,88.88, -,9.295994,3561.2,CL 22,10350,0,6788.8,3561.2,500+,34.41%
10.7,6815.608,666.7,510.2381,88.88, -,9.295994,3534.392,CL 22,10350,0,6815.608,3534.392,500+,34.15%
10.75,6834.771,666.2,503.3333,88.88, -,9.295994,3515.229,CL 22,10350,0,6834.771,3515.229,500+,33.96%
10.8,6865.454,665.4,507.4286,88.88, -,9.295994,3484.546,CL 22,10350,0,6865.454,3484.546,500+,33.67%
10.85,6865.454,665.4,475.0476,88.88, -,9.295994,3484.546,CL 22,10350,0,6865.454,3484.546,400+,33.67%
10.9,6907.694,664.3,515.2857,88.88, -,9.295994,3442.306,CL 22,10350,0,6907.694,3442.306,500+,33.26%
10.95,6934.604,663.6,501.2857,88.88, -,9.295994,3415.396,CL 22,10350,0,6934.604,3415.396,500+,33.00%
11,6961.534,662.9,494.5238,88.88, -,9.295994,3388.466,CL 22,10350,0,6961.534,3388.466,400+,32.74%
11.05,6980.785,662.4,487.619,88.88, -,9.295994,3369.215,CL 22,10350,0,6980.785,3369.215,400+,32.55%
11.1,7007.757,661.7,488,88.88, -,9.295994,3342.243,CL 22,10350,0,7007.757,3342.243,400+,32.29%
11.15,7027.036,661.2,484.7143,88.88, -,9.295994,3322.964,CL 22,10350,0,7027.036,3322.964,400+,32.11%
11.2,7050.189,660.6,485.0476,88.88, -,9.295994,3299.811,CL 22,10350,0,7050.189,3299.811,400+,31.88%
11.25,7073.356,660,481.7619,88.88, -,9.295994,3276.644,CL 22,10350,0,7073.356,3276.644,400+,31.66%
11.3,7096.54,659.4,485.7619,88.88, -,9.295994,3253.46,CL 22,10350,0,7096.54,3253.46,400+,31.43%
11.35,7112.007,659,478.7143,88.88, -,9.295994,3237.993,CL 22,10350,0,7112.007,3237.993,400+,31.28%
11.4,7146.834,658.1,493.7619,88.88, -,9.295994,3203.166,CL 22,10350,0,7146.834,3203.166,400+,30.95%
11.45,7166.2,657.6,479.5238,88.88, -,9.295994,3183.8,CL 22,10350,0,7166.2,3183.8,400+,30.76%
11.5,7189.452,657,479.8571,88.88, -,9.276546,3160.548,CL 22,10350,0,7189.452,3160.548,400+,30.54%
11.55,7212.722,656.4,476.5714,88.88, -,9.276546,3137.278,CL 22,10350,0,7212.722,3137.278,400+,30.31%
11.6,7236.011,655.8,473.2857,88.88, -,9.276546,3113.989,CL 22,10350,0,7236.011,3113.989,400+,30.09%
11.65,7259.316,655.2,473.619,88.88, -,9.276546,3090.684,CL 22,10350,0,7259.316,3090.684,400+,29.86%
11.7,7282.64,654.6,470.2857,88.88, -,9.276546,3067.36,CL 22,10350,0,7282.64,3067.36,400+,29.64%
11.75,7305.979,654,467,88.88, -,9.276546,3044.021,CL 22,10350,0,7305.979,3044.021,400+,29.41%
11.8,7329.335,653.4,471,88.88, -,9.276546,3020.665,CL 22,10350,0,7329.335,3020.665,400+,29.19%
11.85,7329.335,653.4,441.7619,88.88, -,9.276546,3020.665,CL 22,10350,0,7329.335,3020.665,400+,29.19%
11.9,7368.302,652.4,478.8571,88.88, -,9.276546,2981.698,CL 22,10350,0,7368.302,2981.698,400+,28.81%
11.95,7395.608,651.7,464.619,88.88, -,9.276546,2954.392,CL 22,10350,0,7395.608,2954.392,400+,28.54%
12,7419.034,651.1,461.3333,88.88, -,9.276546,2930.966,CL 22,10350,0,7419.034,2930.966,400+,28.32%
12.05,7438.567,650.6,454.2857,88.88, -,9.276546,2911.433,CL 22,10350,0,7438.567,2911.433,400+,28.13%
12.1,7462.022,650,458.2857,88.88, -,9.276546,2887.978,CL 22,10350,0,7462.022,2887.978,400+,27.90%
12.15,7481.583,649.5,451.2381,88.88, -,9.276546,2868.417,CL 22,10350,0,7481.583,2868.417,400+,27.71%
12.2,7501.155,649,451.4762,88.88, -,9.276546,2848.845,CL 22,10350,0,7501.155,2848.845,400+,27.53%
12.25,7520.739,648.5,448.0952,88.88, -,9.276546,2829.261,CL 22,10350,0,7520.739,2829.261,400+,27.34%
12.3,7544.256,647.9,448.4286,88.88, -,9.276546,2805.744,CL 22,10350,0,7544.256,2805.744,400+,27.11%
